secid	tradedate	boardid	primary_boardid	shortname	inn	year	dailycapitalization	close	volume	sector	type	issuesize	capex_revenue_rsbu	capex_revenue_msfo	capital_rsbu	capital_msfo	current_ratio_rsbu	current_ratio_msfo	debt_equity_rsbu	debt_equity_msfo	debt_ratio_rsbu	debt_ratio_msfo	debtebitda_rsbu	debtebitda_msfo	dpr_rsbu	dpr_msfo	ebitda_margin_rsbu	ebitda_margin_msfo	ev_ebit_rsbu	ev_ebit_msfo	evebitda_rsbu	evebitda_msfo	evs_rsbu	evs_msfo	gross_margin_rsbu	gross_margin_msfo	interest_coverage_rsbu	interest_coverage_msfo	net_margin_rsbu	net_margin_msfo	net_working_capital_rsbu	net_working_capital_msfo	netdebt_ebitda_rsbu	netdebt_ebitda_msfo	operation_margin_rsbu	operation_margin_msfo	pbv_rsbu	pbv_msfo	pcf_rsbu	pcf_msfo	pe_rsbu	pe_msfo	pfcf_rsbu	pfcf_msfo	pffo_rsbu	pffo_msfo	ps_rsbu	ps_msfo	roa_rsbu	roa_msfo	roce_rsbu	roce_msfo	roe_rsbu	roe_msfo	roic_rsbu	roic_msfo	ros_rsbu	ros_msfo	line_1100	line_1110	line_1120	line_1130	line_1140	line_1150	line_1160	line_1170	line_1180	line_1190	line_1200	line_1210	line_1220	line_1230	line_1240	line_1250	line_1260	line_1300	line_1310	line_1320	line_1340	line_1350	line_1360	line_1370	line_1400	line_1410	line_1420	line_1430	line_1450	line_1500	line_1510	line_1520	line_1530	line_1540	line_1550	line_1600	line_1700	line_2100	line_2110	line_2120	line_2200	line_2210	line_2220	line_2300	line_2310	line_2320	line_2330	line_2340	line_2350	line_2400	line_2410	line_2411	line_2412	line_2421	line_2430	line_2450	line_2460	line_2500	line_2510	line_2520	line_2530	line_2900	line_2910	line_3100	line_3200	line_3210	line_3211	line_3212	line_3213	line_3214	line_3215	line_3216	line_321x	line_3220	line_3221	line_3222	line_3223	line_3224	line_3225	line_3226	line_3227	line_322x	line_3230	line_3240	line_3300	line_3310	line_3311	line_3312	line_3313	line_3314	line_3315	line_3316	line_331x	line_3320	line_3321	line_3322	line_3323	line_3324	line_3325	line_3326	line_3327	line_332x	line_3330	line_3340	line_3400	line_3401	line_3402	line_3410	line_3411	line_3412	line_3420	line_3421	line_3422	line_3500	line_3501	line_3502	line_3600	line_4100	line_4110	line_4111	line_4112	line_4113	line_4119	line_411x	line_4120	line_4121	line_4122	line_4123	line_4124	line_4129	line_412x	line_4200	line_4210	line_4211	line_4212	line_4213	line_4214	line_4219	line_421x	line_4220	line_4221	line_4222	line_4223	line_4224	line_4229	line_422x	line_4300	line_4310	line_4311	line_4312	line_4313	line_4314	line_4319	line_431x	line_4320	line_4321	line_4322	line_4323	line_4329	line_432x	line_4400	line_4450	line_4490	line_4500	line_6100	line_6200	line_6210	line_6215	line_6220	line_6230	line_6240	line_6250	line_6300	line_6310	line_6311	line_6312	line_6313	line_6320	line_6321	line_6322	line_6323	line_6324	line_6325	line_6326	line_6330	line_6350	line_6400	key_rate	inflation	str_li_def_new	str_li_def	claims	action_based_repo_fx	action_based_secure_loans	standing_facilities_repo_fx	standing_facilities_secure_loans	liabilities	deposit_auction_based	deposit_standing_facilities	cbr_bonds	net_cbr_claims	corr_acc	avgrr	gold_price	silver_price	platinum_price	palladium_price	usd_price	eur_price	ruonia_rate	ruonia_volume
AFLT	2015-09-03	SMAL	TQBR	Аэрофлот	7712040126	2015.0	0.0	35.7	39	consumer	common_share	3975771215.0	0.87	7.68	853.507	853.507	0.95	0.75	2.78	-9.73	0.74	1.11	-3.87	3.97			-4.45	14.14	-5.15	23.19	-5.92	4.42	0.26	0.62	13.65		-8.05	0.39	-5.17	-1.56	0.95	0.75	-2.1	3.36	3.26	10.62	1.26	-2.44	-3.48	0.89	-3.29	-10.69	-2.95	1.93			0.17	0.15	-10.15	-2.06	-26.57	8.16	-38.36	17.98	16.95	32.17	-5.12	2.69	30720910.0	554779.0	522000.0	11502405.0		13980027.0	1083468.0	3078231.0			110013886.0	7081886.0	483024.0	69767754.0	3416577.0	28946377.0	318268.0	49344061.0	1110616.0		19069.0		277654.0	47936722.0	13612503.0	12580636.0	640466.0	391401.0		115999774.0	50529235.0	63445547.0	410688.0	1614304.0		140734796.0	178956338.0	49995239.0	366307485.0	-316312246.0	11957413.0	-29198182.0	-8839644.0	-17457060.0	58135.0	3613922.0	-2328161.0	42097386.0	-72855755.0	-18545602.0	-1584163.0			4466832.0	146436.0	462567.0	495621.0	-18545602.0							1110616.0																				1110616.0																																49344061.0	-9687035.0	438137586.0	414912491.0			23225095.0		-447824621.0	-368805976.0	-28780273.0	-2135540.0	-5033203.0	-43069629.0		-15245940.0	1340693.0	329886.0			652944.0	357863.0		-16586633.0	-3171499.0		-13415134.0				37773773.0	72380793.0	72370934.0				9859.0		-34607020.0			-34607020.0			12840798.0		1514630.0	14355428.0																								11.0	15.68	3663.8	3628.2	3780.3	731.6	2598.7	134.0	315.9	263.0	0.0	263.0	0.0	110.9	1033.0	1068.6	2443.78	31.21	2160.82	1224.03	66.6756	75.0901	10.6	143.11
AFLT	2015-09-03	EQDP	TQBR	Аэрофлот	7712040126	2015.0	0.0	0.0	0	consumer	common_share	3975771215.0	0.87	7.68	853.507	853.507	0.95	0.75	2.78	-9.73	0.74	1.11	-3.87	3.97			-4.45	14.14	-5.15	23.19	-5.92	4.42	0.26	0.62	13.65		-8.05	0.39	-5.17	-1.56	0.95	0.75	-2.1	3.36	3.26	10.62	1.26	-2.44	-3.48	0.89	-3.29	-10.69	-2.95	1.93			0.17	0.15	-10.15	-2.06	-26.57	8.16	-38.36	17.98	16.95	32.17	-5.12	2.69	30720910.0	554779.0	522000.0	11502405.0		13980027.0	1083468.0	3078231.0			110013886.0	7081886.0	483024.0	69767754.0	3416577.0	28946377.0	318268.0	49344061.0	1110616.0		19069.0		277654.0	47936722.0	13612503.0	12580636.0	640466.0	391401.0		115999774.0	50529235.0	63445547.0	410688.0	1614304.0		140734796.0	178956338.0	49995239.0	366307485.0	-316312246.0	11957413.0	-29198182.0	-8839644.0	-17457060.0	58135.0	3613922.0	-2328161.0	42097386.0	-72855755.0	-18545602.0	-1584163.0			4466832.0	146436.0	462567.0	495621.0	-18545602.0							1110616.0																				1110616.0																																49344061.0	-9687035.0	438137586.0	414912491.0			23225095.0		-447824621.0	-368805976.0	-28780273.0	-2135540.0	-5033203.0	-43069629.0		-15245940.0	1340693.0	329886.0			652944.0	357863.0		-16586633.0	-3171499.0		-13415134.0				37773773.0	72380793.0	72370934.0				9859.0		-34607020.0			-34607020.0			12840798.0		1514630.0	14355428.0																								11.0	15.68	3663.8	3628.2	3780.3	731.6	2598.7	134.0	315.9	263.0	0.0	263.0	0.0	110.9	1033.0	1068.6	2443.78	31.21	2160.82	1224.03	66.6756	75.0901	10.6	143.11
AFLT	2010-05-05	EQCC	TQBR	Аэрофлот			0.0	0.0	0	consumer	common_share	3975771215.0																																																																																																																																																																																																																																																																											
AFLT	2010-05-05	EQBR	TQBR	Аэрофлот			65948395834.62	58.1	819336	consumer	common_share	3975771215.0																																																																																																																																																																																																																																																																											
AFLT	2010-04-02	EQBR	TQBR	Аэрофлот			76132747296.45	68.85	536068	consumer	common_share	3975771215.0																																																																																																																																																																																																																																																																											
AFLT	2011-07-14	SMAL	TQBR	Аэрофлот	7712040126	2011.0	77354425225.35	70.1	630	consumer	common_share	3975771215.0		2.38		1734.35		0.99		2.8		0.74		4.07				11.35		5.93		3.78		0.43				1.59		9.14		0.99		0.67		7.22		1.17		5.15		3.62		7.89				0.35		8.4		10.7		31.94		8.96		7.24	37073516.0	81973.0	21451.0			10663075.0		10147225.0	121921.0	16037871.0	59651907.0	2296160.0	716380.0	44824272.0	8019002.0	3616956.0	179137.0	49610609.0	1110616.0	-287729.0	792979.0		277654.0	47717089.0	15376500.0	12000000.0	446362.0	373513.0	2556625.0	31738314.0	4304902.0	25475220.0	224443.0	1733749.0		96725423.0	96725423.0	24751270.0	135801478.0	-111050208.0	2629724.0	-15954667.0	-6166879.0	13924557.0	116254.0	1111277.0	-911793.0	16773992.0	-5794897.0	10806806.0	-3247809.0			541864.0	97716.0	34691.0	130058.0	10806806.0							-287729.0																				-575458.0									-287729.0					-287729.0																		49610609.0																																																																							8.25	9.01															1427.62	31.71	1584.32	701.32	28.2557	39.5919	3.65	55.28
AFLT	2011-07-14	EQBR	TQBR	Аэрофлот	7712040126	2011.0	77776459418.97	70.08	362200	consumer	common_share	3975771215.0		2.38		1734.35		0.99		2.8		0.74		4.07				11.35		5.93		3.78		0.43				1.59		9.14		0.99		0.67		7.22		1.17		5.15		3.62		7.89				0.35		8.4		10.7		31.94		8.96		7.24	37073516.0	81973.0	21451.0			10663075.0		10147225.0	121921.0	16037871.0	59651907.0	2296160.0	716380.0	44824272.0	8019002.0	3616956.0	179137.0	49610609.0	1110616.0	-287729.0	792979.0		277654.0	47717089.0	15376500.0	12000000.0	446362.0	373513.0	2556625.0	31738314.0	4304902.0	25475220.0	224443.0	1733749.0		96725423.0	96725423.0	24751270.0	135801478.0	-111050208.0	2629724.0	-15954667.0	-6166879.0	13924557.0	116254.0	1111277.0	-911793.0	16773992.0	-5794897.0	10806806.0	-3247809.0			541864.0	97716.0	34691.0	130058.0	10806806.0							-287729.0																				-575458.0									-287729.0					-287729.0																		49610609.0																																																																							8.25	9.01															1427.62	31.71	1584.32	701.32	28.2557	39.5919	3.65	55.28
AFLT	2012-02-01	SMAL	TQBR	Аэрофлот	7712040126	2012.0	56819129856.84	50.89	514	consumer	common_share	3975771215.0		2.05		1647.52		1.04		2.84		0.74		4.03				7.71		5.1		2.91		0.22				2.15		2.04		1.04		0.33		4.39		0.93		1.97		7.29		2.47				0.2		2.73		9.16		10.47		4.25		4.4	40230527.0	1186784.0	53964.0			13860172.0		8477928.0	198884.0	16452795.0	67345431.0	3077494.0	1335246.0	47064801.0	2589864.0	13080297.0	197729.0	51538111.0	1110616.0		705108.0		277654.0	49444733.0	9442169.0	2081052.0	857160.0	411708.0	6092249.0	46595678.0	12000000.0	32686767.0	167617.0	1741294.0		107575958.0	107575958.0	35350771.0	177906209.0	-142555438.0	5932910.0	-23106863.0	-6310998.0	8393930.0	190247.0	457483.0	-1001763.0	14548136.0	-11733083.0	4552397.0	-3481169.0			2135877.0	410798.0	76963.0	-360364.0	4552397.0							1110616.0																				1110616.0																																51538111.0	6887374.0	222572124.0	209024694.0			13547430.0		-215684750.0	-182548124.0	-20047418.0	-1024917.0	-3989351.0	-8074940.0		6945640.0	8067934.0	180629.0	1364690.0	5807791.0	714824.0			-1122294.0	-1122294.0						-4025113.0	8228477.0	8228477.0						-12253590.0		-1917978.0	-10335612.0			9807901.0		-344560.0	9463341.0																								8.0	3.74															1693.83	32.34	1584.68	676.36	30.3131	39.9678	4.28	132.1
AFLT	2012-02-01	EQBR	TQBR	Аэрофлот	7712040126	2012.0	56774705204.88	50.47	6813200	consumer	common_share	3975771215.0		2.05		1647.52		1.04		2.84		0.74		4.03				7.71		5.1		2.91		0.22				2.15		2.04		1.04		0.33		4.39		0.93		1.97		7.29		2.47				0.2		2.73		9.16		10.47		4.25		4.4	40230527.0	1186784.0	53964.0			13860172.0		8477928.0	198884.0	16452795.0	67345431.0	3077494.0	1335246.0	47064801.0	2589864.0	13080297.0	197729.0	51538111.0	1110616.0		705108.0		277654.0	49444733.0	9442169.0	2081052.0	857160.0	411708.0	6092249.0	46595678.0	12000000.0	32686767.0	167617.0	1741294.0		107575958.0	107575958.0	35350771.0	177906209.0	-142555438.0	5932910.0	-23106863.0	-6310998.0	8393930.0	190247.0	457483.0	-1001763.0	14548136.0	-11733083.0	4552397.0	-3481169.0			2135877.0	410798.0	76963.0	-360364.0	4552397.0							1110616.0																				1110616.0																																51538111.0	6887374.0	222572124.0	209024694.0			13547430.0		-215684750.0	-182548124.0	-20047418.0	-1024917.0	-3989351.0	-8074940.0		6945640.0	8067934.0	180629.0	1364690.0	5807791.0	714824.0			-1122294.0	-1122294.0						-4025113.0	8228477.0	8228477.0						-12253590.0		-1917978.0	-10335612.0			9807901.0		-344560.0	9463341.0																								8.0	3.74															1693.83	32.34	1584.68	676.36	30.3131	39.9678	4.28	132.1
AFLT	2013-03-18	SMAL	TQBR	Аэрофлот	7712040126	2013.0	59673413745.27	54.37	280	consumer	common_share	3975771215.0		1.52		2838.41		1.2		2.84		0.74		2.8				10.48		4.44		2.89		0.3				2.25		2.52		1.2		-0.17		6.8		1.55		3.23		11.65		3.81				0.32		3.51		14.04		13.46		7.5		6.82	39485155.0	1041755.0	359513.0			10776987.0		10365895.0	681085.0	16259920.0	69388890.0	3406072.0	1272676.0	48929793.0		15615766.0	164583.0	55822487.0	1110616.0	-12118.0	611894.0		277654.0	53834441.0	14521559.0	5669121.0	715817.0	396111.0	7740510.0	38529999.0	892834.0	36164508.0	265098.0	1207559.0		108874045.0	108874045.0	40671921.0	206277137.0	-165605216.0	6383870.0	-27290678.0	-6997373.0	16298936.0	173430.0	428069.0	-627788.0	24058441.0	-14117086.0	10429040.0	-5825753.0			1986346.0	-141343.0	438277.0	-44143.0	10429040.0							1110616.0																				1110616.0																																55822487.0	12299565.0	267549569.0	252099499.0			15450070.0		-255250004.0	-213661255.0	-24906156.0	-743067.0	-3715729.0	-12223797.0		-828362.0	1077517.0	34189.0	181054.0	489816.0	372458.0			-1905879.0	-1498817.0	-264400.0	-142662.0				-8996888.0	4999375.0	4999375.0						-13996263.0		-1230781.0	-12765482.0			2474315.0		61154.0	2535469.0																								8.25	7.02																			30.7196	40.0123	5.47	102.8
AFLT	2013-03-18	EQDP	TQBR	Аэрофлот	7712040126	2013.0	0.0	0.0	0	consumer	common_share	3975771215.0		1.52		2838.41		1.2		2.84		0.74		2.8				10.48		4.44		2.89		0.3				2.25		2.52		1.2		-0.17		6.8		1.55		3.23		11.65		3.81				0.32		3.51		14.04		13.46		7.5		6.82	39485155.0	1041755.0	359513.0			10776987.0		10365895.0	681085.0	16259920.0	69388890.0	3406072.0	1272676.0	48929793.0		15615766.0	164583.0	55822487.0	1110616.0	-12118.0	611894.0		277654.0	53834441.0	14521559.0	5669121.0	715817.0	396111.0	7740510.0	38529999.0	892834.0	36164508.0	265098.0	1207559.0		108874045.0	108874045.0	40671921.0	206277137.0	-165605216.0	6383870.0	-27290678.0	-6997373.0	16298936.0	173430.0	428069.0	-627788.0	24058441.0	-14117086.0	10429040.0	-5825753.0			1986346.0	-141343.0	438277.0	-44143.0	10429040.0							1110616.0																				1110616.0																																55822487.0	12299565.0	267549569.0	252099499.0			15450070.0		-255250004.0	-213661255.0	-24906156.0	-743067.0	-3715729.0	-12223797.0		-828362.0	1077517.0	34189.0	181054.0	489816.0	372458.0			-1905879.0	-1498817.0	-264400.0	-142662.0				-8996888.0	4999375.0	4999375.0						-13996263.0		-1230781.0	-12765482.0			2474315.0		61154.0	2535469.0																								8.25	7.02																			30.7196	40.0123	5.47	102.8
AFLT	2013-03-18	EQBR	TQBR	Аэрофлот	7712040126	2013.0	59695626071.25	54.25	927900	consumer	common_share	3975771215.0		1.52		2838.41		1.2		2.84		0.74		2.8				10.48		4.44		2.89		0.3				2.25		2.52		1.2		-0.17		6.8		1.55		3.23		11.65		3.81				0.32		3.51		14.04		13.46		7.5		6.82	39485155.0	1041755.0	359513.0			10776987.0		10365895.0	681085.0	16259920.0	69388890.0	3406072.0	1272676.0	48929793.0		15615766.0	164583.0	55822487.0	1110616.0	-12118.0	611894.0		277654.0	53834441.0	14521559.0	5669121.0	715817.0	396111.0	7740510.0	38529999.0	892834.0	36164508.0	265098.0	1207559.0		108874045.0	108874045.0	40671921.0	206277137.0	-165605216.0	6383870.0	-27290678.0	-6997373.0	16298936.0	173430.0	428069.0	-627788.0	24058441.0	-14117086.0	10429040.0	-5825753.0			1986346.0	-141343.0	438277.0	-44143.0	10429040.0							1110616.0																				1110616.0																																55822487.0	12299565.0	267549569.0	252099499.0			15450070.0		-255250004.0	-213661255.0	-24906156.0	-743067.0	-3715729.0	-12223797.0		-828362.0	1077517.0	34189.0	181054.0	489816.0	372458.0			-1905879.0	-1498817.0	-264400.0	-142662.0				-8996888.0	4999375.0	4999375.0						-13996263.0		-1230781.0	-12765482.0			2474315.0		61154.0	2535469.0																								8.25	7.02																			30.7196	40.0123	5.47	102.8
AFLT	2013-06-21	SMAL	TQBR	Аэрофлот	7712040126	2013.0	60173191079.82	54.63	79	consumer	common_share	3975771215.0		1.52		2838.41		1.2		2.84		0.74		2.8				10.48		4.44		2.89		0.3				2.25		2.52		1.2		-0.17		6.8		1.55		3.23		11.65		3.81				0.32		3.51		14.04		13.46		7.5		6.82	39485155.0	1041755.0	359513.0			10776987.0		10365895.0	681085.0	16259920.0	69388890.0	3406072.0	1272676.0	48929793.0		15615766.0	164583.0	55822487.0	1110616.0	-12118.0	611894.0		277654.0	53834441.0	14521559.0	5669121.0	715817.0	396111.0	7740510.0	38529999.0	892834.0	36164508.0	265098.0	1207559.0		108874045.0	108874045.0	40671921.0	206277137.0	-165605216.0	6383870.0	-27290678.0	-6997373.0	16298936.0	173430.0	428069.0	-627788.0	24058441.0	-14117086.0	10429040.0	-5825753.0			1986346.0	-141343.0	438277.0	-44143.0	10429040.0							1110616.0																				1110616.0																																55822487.0	12299565.0	267549569.0	252099499.0			15450070.0		-255250004.0	-213661255.0	-24906156.0	-743067.0	-3715729.0	-12223797.0		-828362.0	1077517.0	34189.0	181054.0	489816.0	372458.0			-1905879.0	-1498817.0	-264400.0	-142662.0				-8996888.0	4999375.0	4999375.0						-13996263.0		-1230781.0	-12765482.0			2474315.0		61154.0	2535469.0																								8.25	6.88															1370.32	22.73	1472.04	716.04	32.7041	43.3526		
AFLT	2013-06-21	EQDP	TQBR	Аэрофлот	7712040126	2013.0	0.0	0.0	0	consumer	common_share	3975771215.0		1.52		2838.41		1.2		2.84		0.74		2.8				10.48		4.44		2.89		0.3				2.25		2.52		1.2		-0.17		6.8		1.55		3.23		11.65		3.81				0.32		3.51		14.04		13.46		7.5		6.82	39485155.0	1041755.0	359513.0			10776987.0		10365895.0	681085.0	16259920.0	69388890.0	3406072.0	1272676.0	48929793.0		15615766.0	164583.0	55822487.0	1110616.0	-12118.0	611894.0		277654.0	53834441.0	14521559.0	5669121.0	715817.0	396111.0	7740510.0	38529999.0	892834.0	36164508.0	265098.0	1207559.0		108874045.0	108874045.0	40671921.0	206277137.0	-165605216.0	6383870.0	-27290678.0	-6997373.0	16298936.0	173430.0	428069.0	-627788.0	24058441.0	-14117086.0	10429040.0	-5825753.0			1986346.0	-141343.0	438277.0	-44143.0	10429040.0							1110616.0																				1110616.0																																55822487.0	12299565.0	267549569.0	252099499.0			15450070.0		-255250004.0	-213661255.0	-24906156.0	-743067.0	-3715729.0	-12223797.0		-828362.0	1077517.0	34189.0	181054.0	489816.0	372458.0			-1905879.0	-1498817.0	-264400.0	-142662.0				-8996888.0	4999375.0	4999375.0						-13996263.0		-1230781.0	-12765482.0			2474315.0		61154.0	2535469.0																								8.25	6.88															1370.32	22.73	1472.04	716.04	32.7041	43.3526		
AFLT	2013-06-21	EQBS	TQBR	Аэрофлот	7712040126	2013.0	59995492471.98	54.35	905800	consumer	common_share	3975771215.0		1.52		2838.41		1.2		2.84		0.74		2.8				10.48		4.44		2.89		0.3				2.25		2.52		1.2		-0.17		6.8		1.55		3.23		11.65		3.81				0.32		3.51		14.04		13.46		7.5		6.82	39485155.0	1041755.0	359513.0			10776987.0		10365895.0	681085.0	16259920.0	69388890.0	3406072.0	1272676.0	48929793.0		15615766.0	164583.0	55822487.0	1110616.0	-12118.0	611894.0		277654.0	53834441.0	14521559.0	5669121.0	715817.0	396111.0	7740510.0	38529999.0	892834.0	36164508.0	265098.0	1207559.0		108874045.0	108874045.0	40671921.0	206277137.0	-165605216.0	6383870.0	-27290678.0	-6997373.0	16298936.0	173430.0	428069.0	-627788.0	24058441.0	-14117086.0	10429040.0	-5825753.0			1986346.0	-141343.0	438277.0	-44143.0	10429040.0							1110616.0																				1110616.0																																55822487.0	12299565.0	267549569.0	252099499.0			15450070.0		-255250004.0	-213661255.0	-24906156.0	-743067.0	-3715729.0	-12223797.0		-828362.0	1077517.0	34189.0	181054.0	489816.0	372458.0			-1905879.0	-1498817.0	-264400.0	-142662.0				-8996888.0	4999375.0	4999375.0						-13996263.0		-1230781.0	-12765482.0			2474315.0		61154.0	2535469.0																								8.25	6.88															1370.32	22.73	1472.04	716.04	32.7041	43.3526		
AFLT	2015-05-12	TQBR	TQBR	Аэрофлот	7712040126	2015.0	45335357325.18	40.5	4663400	consumer	common_share	3975771215.0	0.87	7.68	853.507	853.507	0.95	0.75	2.78	-9.73	0.74	1.11	-3.87	3.97			-4.45	14.14	-5.15	23.19	-5.92	4.42	0.26	0.62	13.65		-8.05	0.39	-5.17	-1.56	0.95	0.75	-2.1	3.36	3.26	10.62	1.26	-2.44	-3.48	0.89	-3.29	-10.69	-2.95	1.93			0.17	0.15	-10.15	-2.06	-26.57	8.16	-38.36	17.98	16.95	32.17	-5.12	2.69	30720910.0	554779.0	522000.0	11502405.0		13980027.0	1083468.0	3078231.0			110013886.0	7081886.0	483024.0	69767754.0	3416577.0	28946377.0	318268.0	49344061.0	1110616.0		19069.0		277654.0	47936722.0	13612503.0	12580636.0	640466.0	391401.0		115999774.0	50529235.0	63445547.0	410688.0	1614304.0		140734796.0	178956338.0	49995239.0	366307485.0	-316312246.0	11957413.0	-29198182.0	-8839644.0	-17457060.0	58135.0	3613922.0	-2328161.0	42097386.0	-72855755.0	-18545602.0	-1584163.0			4466832.0	146436.0	462567.0	495621.0	-18545602.0							1110616.0																				1110616.0																																49344061.0	-9687035.0	438137586.0	414912491.0			23225095.0		-447824621.0	-368805976.0	-28780273.0	-2135540.0	-5033203.0	-43069629.0		-15245940.0	1340693.0	329886.0			652944.0	357863.0		-16586633.0	-3171499.0		-13415134.0				37773773.0	72380793.0	72370934.0				9859.0		-34607020.0			-34607020.0			12840798.0		1514630.0	14355428.0																								12.5	15.78	4846.8	5017.2	5350.5	2244.7	2571.5	19.8	514.5	373.2	0.0	373.2	0.0	39.9	1176.6	1006.2					50.7511	56.8971	13.08	55.6
AFLT	2015-05-12	SMAL	TQBR	Аэрофлот	7712040126	2015.0	0.0	40.48	60	consumer	common_share	3975771215.0	0.87	7.68	853.507	853.507	0.95	0.75	2.78	-9.73	0.74	1.11	-3.87	3.97			-4.45	14.14	-5.15	23.19	-5.92	4.42	0.26	0.62	13.65		-8.05	0.39	-5.17	-1.56	0.95	0.75	-2.1	3.36	3.26	10.62	1.26	-2.44	-3.48	0.89	-3.29	-10.69	-2.95	1.93			0.17	0.15	-10.15	-2.06	-26.57	8.16	-38.36	17.98	16.95	32.17	-5.12	2.69	30720910.0	554779.0	522000.0	11502405.0		13980027.0	1083468.0	3078231.0			110013886.0	7081886.0	483024.0	69767754.0	3416577.0	28946377.0	318268.0	49344061.0	1110616.0		19069.0		277654.0	47936722.0	13612503.0	12580636.0	640466.0	391401.0		115999774.0	50529235.0	63445547.0	410688.0	1614304.0		140734796.0	178956338.0	49995239.0	366307485.0	-316312246.0	11957413.0	-29198182.0	-8839644.0	-17457060.0	58135.0	3613922.0	-2328161.0	42097386.0	-72855755.0	-18545602.0	-1584163.0			4466832.0	146436.0	462567.0	495621.0	-18545602.0							1110616.0																				1110616.0																																49344061.0	-9687035.0	438137586.0	414912491.0			23225095.0		-447824621.0	-368805976.0	-28780273.0	-2135540.0	-5033203.0	-43069629.0		-15245940.0	1340693.0	329886.0			652944.0	357863.0		-16586633.0	-3171499.0		-13415134.0				37773773.0	72380793.0	72370934.0				9859.0		-34607020.0			-34607020.0			12840798.0		1514630.0	14355428.0																								12.5	15.78	4846.8	5017.2	5350.5	2244.7	2571.5	19.8	514.5	373.2	0.0	373.2	0.0	39.9	1176.6	1006.2					50.7511	56.8971	13.08	55.6
AFLT	2015-05-12	EQDP	TQBR	Аэрофлот	7712040126	2015.0	0.0	0.0	0	consumer	common_share	3975771215.0	0.87	7.68	853.507	853.507	0.95	0.75	2.78	-9.73	0.74	1.11	-3.87	3.97			-4.45	14.14	-5.15	23.19	-5.92	4.42	0.26	0.62	13.65		-8.05	0.39	-5.17	-1.56	0.95	0.75	-2.1	3.36	3.26	10.62	1.26	-2.44	-3.48	0.89	-3.29	-10.69	-2.95	1.93			0.17	0.15	-10.15	-2.06	-26.57	8.16	-38.36	17.98	16.95	32.17	-5.12	2.69	30720910.0	554779.0	522000.0	11502405.0		13980027.0	1083468.0	3078231.0			110013886.0	7081886.0	483024.0	69767754.0	3416577.0	28946377.0	318268.0	49344061.0	1110616.0		19069.0		277654.0	47936722.0	13612503.0	12580636.0	640466.0	391401.0		115999774.0	50529235.0	63445547.0	410688.0	1614304.0		140734796.0	178956338.0	49995239.0	366307485.0	-316312246.0	11957413.0	-29198182.0	-8839644.0	-17457060.0	58135.0	3613922.0	-2328161.0	42097386.0	-72855755.0	-18545602.0	-1584163.0			4466832.0	146436.0	462567.0	495621.0	-18545602.0							1110616.0																				1110616.0																																49344061.0	-9687035.0	438137586.0	414912491.0			23225095.0		-447824621.0	-368805976.0	-28780273.0	-2135540.0	-5033203.0	-43069629.0		-15245940.0	1340693.0	329886.0			652944.0	357863.0		-16586633.0	-3171499.0		-13415134.0				37773773.0	72380793.0	72370934.0				9859.0		-34607020.0			-34607020.0			12840798.0		1514630.0	14355428.0																								12.5	15.78	4846.8	5017.2	5350.5	2244.7	2571.5	19.8	514.5	373.2	0.0	373.2	0.0	39.9	1176.6	1006.2					50.7511	56.8971	13.08	55.6
AFLT	2011-02-21	EQCC	TQBR	Аэрофлот	7712040126	2011.0	0.0	0.0	0	consumer	common_share	3975771215.0		2.38		1734.35		0.99		2.8		0.74		4.07				11.35		5.93		3.78		0.43				1.59		9.14		0.99		0.67		7.22		1.17		5.15		3.62		7.89				0.35		8.4		10.7		31.94		8.96		7.24	37073516.0	81973.0	21451.0			10663075.0		10147225.0	121921.0	16037871.0	59651907.0	2296160.0	716380.0	44824272.0	8019002.0	3616956.0	179137.0	49610609.0	1110616.0	-287729.0	792979.0		277654.0	47717089.0	15376500.0	12000000.0	446362.0	373513.0	2556625.0	31738314.0	4304902.0	25475220.0	224443.0	1733749.0		96725423.0	96725423.0	24751270.0	135801478.0	-111050208.0	2629724.0	-15954667.0	-6166879.0	13924557.0	116254.0	1111277.0	-911793.0	16773992.0	-5794897.0	10806806.0	-3247809.0			541864.0	97716.0	34691.0	130058.0	10806806.0							-287729.0																				-575458.0									-287729.0					-287729.0																		49610609.0																																																																							7.75	9.47																			29.2585	39.7682	2.73	43.78
AFLT	2011-02-21	EQBR	TQBR	Аэрофлот	7712040126	2011.0	80619637144.41	72.29	353739	consumer	common_share	3975771215.0		2.38		1734.35		0.99		2.8		0.74		4.07				11.35		5.93		3.78		0.43				1.59		9.14		0.99		0.67		7.22		1.17		5.15		3.62		7.89				0.35		8.4		10.7		31.94		8.96		7.24	37073516.0	81973.0	21451.0			10663075.0		10147225.0	121921.0	16037871.0	59651907.0	2296160.0	716380.0	44824272.0	8019002.0	3616956.0	179137.0	49610609.0	1110616.0	-287729.0	792979.0		277654.0	47717089.0	15376500.0	12000000.0	446362.0	373513.0	2556625.0	31738314.0	4304902.0	25475220.0	224443.0	1733749.0		96725423.0	96725423.0	24751270.0	135801478.0	-111050208.0	2629724.0	-15954667.0	-6166879.0	13924557.0	116254.0	1111277.0	-911793.0	16773992.0	-5794897.0	10806806.0	-3247809.0			541864.0	97716.0	34691.0	130058.0	10806806.0							-287729.0																				-575458.0									-287729.0					-287729.0																		49610609.0																																																																							7.75	9.47																			29.2585	39.7682	2.73	43.78
